layer_name,layer_idx,class_i,class_j,cosine_similarity
conv_layers.0,0,12,34,0.5042687654495239
conv_layers.0,0,12,35,0.10037180781364441
conv_layers.0,0,12,36,0.1913982778787613
conv_layers.0,0,12,37,0.14798974990844727
conv_layers.0,0,12,38,0.4950202703475952
conv_layers.0,0,12,39,0.6397527456283569
conv_layers.0,0,12,40,0.08929866552352905
conv_layers.0,0,12,41,0.22510720789432526
conv_layers.0,0,12,42,0.046606436371803284
conv_layers.0,0,13,0,0.45589515566825867
conv_layers.0,0,13,1,0.39052239060401917
conv_layers.0,0,13,2,0.1817019134759903
conv_layers.0,0,13,3,0.10423503816127777
conv_layers.0,0,13,4,0.1666136533021927
conv_layers.0,0,13,5,0.20400123298168182
conv_layers.0,0,13,6,0.12716145813465118
conv_layers.0,0,13,7,0.117169089615345
conv_layers.0,0,13,8,0.3719428777694702
conv_layers.0,0,13,9,0.0919395238161087
conv_layers.0,0,13,10,0.15266086161136627
conv_layers.0,0,13,11,0.3156125843524933
conv_layers.0,0,13,12,0.32946300506591797
conv_layers.0,0,13,14,0.3825927674770355
conv_layers.0,0,13,15,0.00880446657538414
conv_layers.0,0,13,16,0.3612110912799835
conv_layers.0,0,13,17,0.2031158059835434
conv_layers.0,0,13,18,0.23986046016216278
conv_layers.0,0,13,19,0.04876501113176346
conv_layers.0,0,13,20,0.10267991572618484
conv_layers.0,0,13,21,0.21488834917545319
conv_layers.0,0,13,22,0.29240724444389343
conv_layers.0,0,13,23,0.12670454382896423
conv_layers.0,0,13,24,0.21050876379013062
conv_layers.0,0,13,25,0.007149216718971729
conv_layers.0,0,13,26,0.10607991367578506
conv_layers.0,0,13,27,0.30846431851387024
conv_layers.0,0,13,28,0.03253644332289696
conv_layers.0,0,13,29,0.38702473044395447
conv_layers.0,0,13,30,0.2613111138343811
conv_layers.0,0,13,31,0.1989671140909195
conv_layers.0,0,13,32,0.02120961807668209
conv_layers.0,0,13,33,0.163270503282547
conv_layers.0,0,13,34,0.5394035577774048
conv_layers.0,0,13,35,0.08242212235927582
conv_layers.0,0,13,36,0.20221564173698425
conv_layers.0,0,13,37,0.27291932702064514
conv_layers.0,0,13,38,0.04175574705004692
conv_layers.0,0,13,39,0.25293394923210144
conv_layers.0,0,13,40,0.26943978667259216
conv_layers.0,0,13,41,0.08222898095846176
conv_layers.0,0,13,42,0.08346222341060638
conv_layers.0,0,14,0,0.8504030704498291
conv_layers.0,0,14,1,0.7203338742256165
conv_layers.0,0,14,2,0.2749379873275757
conv_layers.0,0,14,3,0.42427000403404236
conv_layers.0,0,14,4,0.46518051624298096
conv_layers.0,0,14,5,0.3336038589477539
conv_layers.0,0,14,6,0.11756754666566849
conv_layers.0,0,14,7,0.4032648503780365
conv_layers.0,0,14,8,0.19335664808750153
conv_layers.0,0,14,9,0.2286994308233261
conv_layers.0,0,14,10,0.6246027946472168
